category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
HPO	HP:0001626	15	2438	9606	9606.ENSP00000216117,9606.ENSP00000219070,9606.ENSP00000221930,9606.ENSP00000241052,9606.ENSP00000262367,9606.ENSP00000280904,9606.ENSP00000306245,9606.ENSP00000322421,9606.ENSP00000322788,9606.ENSP00000340820,9606.ENSP00000356771,9606.ENSP00000384849,9606.ENSP00000385834,9606.ENSP00000478561,9606.ENSP00000497574	HMOX1,MMP2,TGFB1,CAT,CREBBP,DSC2,FOS,HBA1,MMP1,MAPT,F5,CDKN1A,TF,CYP1B1,GCLC	3.35e-05	0.0231	Abnormality of the cardiovascular system
HPO	HP:0001648	3	32	9606	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000497574	HMOX1,TGFB1,GCLC	4.47e-05	0.0231	Cor pulmonale
HPO	HP:0001707	4	70	9606	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000280904,9606.ENSP00000497574	HMOX1,TGFB1,DSC2,GCLC	1.36e-05	0.0231	Abnormal right ventricle morphology
HPO	HP:0001878	4	101	9606	9606.ENSP00000216117,9606.ENSP00000322421,9606.ENSP00000481570,9606.ENSP00000497574	HMOX1,HBA1,TNFAIP3,GCLC	5.39e-05	0.0231	Hemolytic anemia
HPO	HP:0002035	3	34	9606	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000497574	HMOX1,TGFB1,GCLC	5.29e-05	0.0231	Rectal prolapse
HPO	HP:0002099	4	94	9606	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000262367,9606.ENSP00000497574	HMOX1,TGFB1,CREBBP,GCLC	4.11e-05	0.0231	Asthma
HPO	HP:0002597	13	1673	9606	9606.ENSP00000216117,9606.ENSP00000219070,9606.ENSP00000221930,9606.ENSP00000241052,9606.ENSP00000262367,9606.ENSP00000306245,9606.ENSP00000322421,9606.ENSP00000322788,9606.ENSP00000340820,9606.ENSP00000356771,9606.ENSP00000384849,9606.ENSP00000478561,9606.ENSP00000497574	HMOX1,MMP2,TGFB1,CAT,CREBBP,FOS,HBA1,MMP1,MAPT,F5,CDKN1A,CYP1B1,GCLC	1.2e-05	0.0231	Abnormality of the vasculature
HPO	HP:0002613	3	25	9606	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000497574	HMOX1,TGFB1,GCLC	2.26e-05	0.0231	Biliary cirrhosis
HPO	HP:0004401	3	21	9606	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000497574	HMOX1,TGFB1,GCLC	1.4e-05	0.0231	Meconium ileus
HPO	HP:0006538	3	29	9606	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000497574	HMOX1,TGFB1,GCLC	3.4e-05	0.0231	Recurrent bronchopulmonary infections
HPO	HP:0007086	2	4	9606	9606.ENSP00000262367,9606.ENSP00000340820	CREBBP,MAPT	5.68e-05	0.0231	Social and occupational deterioration
HPO	HP:0010676	3	21	9606	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000497574	HMOX1,TGFB1,GCLC	1.4e-05	0.0231	Mechanical ileus
HPO	HP:0010972	5	160	9606	9606.ENSP00000221930,9606.ENSP00000241052,9606.ENSP00000322421,9606.ENSP00000322788,9606.ENSP00000385834	TGFB1,CAT,HBA1,MMP1,TF	1.76e-05	0.0231	Anemia of inadequate production
HPO	HP:0010978	11	1347	9606	9606.ENSP00000216117,9606.ENSP00000219070,9606.ENSP00000221930,9606.ENSP00000241052,9606.ENSP00000262367,9606.ENSP00000263341,9606.ENSP00000322421,9606.ENSP00000322788,9606.ENSP00000385834,9606.ENSP00000481570,9606.ENSP00000497574	HMOX1,MMP2,TGFB1,CAT,CREBBP,IL1B,HBA1,MMP1,TF,TNFAIP3,GCLC	4.37e-05	0.0231	Abnormality of immune system physiology
HPO	HP:0011121	12	1648	9606	9606.ENSP00000219070,9606.ENSP00000221930,9606.ENSP00000241052,9606.ENSP00000262367,9606.ENSP00000270142,9606.ENSP00000280904,9606.ENSP00000306245,9606.ENSP00000322421,9606.ENSP00000322788,9606.ENSP00000356771,9606.ENSP00000478561,9606.ENSP00000497574	MMP2,TGFB1,CAT,CREBBP,SOD1,DSC2,FOS,HBA1,MMP1,F5,CYP1B1,GCLC	5.49e-05	0.0231	Abnormality of skin morphology
HPO	HP:0012236	3	23	9606	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000497574	HMOX1,TGFB1,GCLC	1.8e-05	0.0231	Elevated sweat chloride
HPO	HP:0012719	9	840	9606	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000262367,9606.ENSP00000270142,9606.ENSP00000322788,9606.ENSP00000340820,9606.ENSP00000356771,9606.ENSP00000481570,9606.ENSP00000497574	HMOX1,TGFB1,CREBBP,SOD1,MMP1,MAPT,F5,TNFAIP3,GCLC	3.2e-05	0.0231	Functional abnormality of the gastrointestinal tract
HPO	HP:0030680	13	1680	9606	9606.ENSP00000216117,9606.ENSP00000219070,9606.ENSP00000221930,9606.ENSP00000241052,9606.ENSP00000262367,9606.ENSP00000280904,9606.ENSP00000306245,9606.ENSP00000322421,9606.ENSP00000322788,9606.ENSP00000356771,9606.ENSP00000384849,9606.ENSP00000478561,9606.ENSP00000497574	HMOX1,MMP2,TGFB1,CAT,CREBBP,DSC2,FOS,HBA1,MMP1,F5,CDKN1A,CYP1B1,GCLC	1.26e-05	0.0231	Abnormality of cardiovascular system morphology
HPO	HP:0032342	3	25	9606	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000497574	HMOX1,TGFB1,GCLC	2.26e-05	0.0231	Reduced forced expiratory volume in one second
HPO	HP:0032359	3	20	9606	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000497574	HMOX1,TGFB1,GCLC	1.23e-05	0.0231	Decreased forced expiratory flow 25-75%
HPO	HP:0100759	3	38	9606	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000497574	HMOX1,TGFB1,GCLC	7.22e-05	0.0231	Clubbing of fingers
HPO	HP:0032341	3	40	9606	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000497574	HMOX1,TGFB1,GCLC	8.33e-05	0.0254	Reduced forced vital capacity
HPO	HP:0007957	5	226	9606	9606.ENSP00000219070,9606.ENSP00000262367,9606.ENSP00000291554,9606.ENSP00000322788,9606.ENSP00000478561	MMP2,CREBBP,CRYAA,MMP1,CYP1B1	8.75e-05	0.026	Corneal opacity
HPO	HP:0001871	10	1214	9606	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000241052,9606.ENSP00000262367,9606.ENSP00000322421,9606.ENSP00000322788,9606.ENSP00000356771,9606.ENSP00000385834,9606.ENSP00000481570,9606.ENSP00000497574	HMOX1,TGFB1,CAT,CREBBP,HBA1,MMP1,F5,TF,TNFAIP3,GCLC	9.84e-05	0.0279	Abnormality of blood and blood-forming tissues
HPO	HP:0012649	9	981	9606	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000241052,9606.ENSP00000262367,9606.ENSP00000263341,9606.ENSP00000322421,9606.ENSP00000322788,9606.ENSP00000481570,9606.ENSP00000497574	HMOX1,TGFB1,CAT,CREBBP,IL1B,HBA1,MMP1,TNFAIP3,GCLC	0.00011	0.0292	Increased inflammatory response
HPO	HP:0002087	6	398	9606	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000241052,9606.ENSP00000262367,9606.ENSP00000270142,9606.ENSP00000497574	HMOX1,TGFB1,CAT,CREBBP,SOD1,GCLC	0.00013	0.0346	Abnormality of the upper respiratory tract
HPO	HP:0010314	2	7	9606	9606.ENSP00000219070,9606.ENSP00000262367	MMP2,CREBBP	0.00014	0.0352	Premature thelarche
HPO	HP:0002570	3	48	9606	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000497574	HMOX1,TGFB1,GCLC	0.00014	0.0354	Steatorrhea
HPO	HP:0001394	4	137	9606	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000306245,9606.ENSP00000497574	HMOX1,TGFB1,FOS,GCLC	0.00017	0.0421	Cirrhosis
HPO	HP:0006528	3	52	9606	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000497574	HMOX1,TGFB1,GCLC	0.00017	0.0425	Chronic lung disease
