ChemicalName,description,preferredNames
Arsenic,Abnormality of brain morphology,"SNAI2,HSD17B10,AHCY,TGFB1,PLOD3,COL1A1,ZBTB24,SPARC,EHHADH,MSH2,MSX2,TWIST1,B9D2,ATXN1,TUBG1,KRT5,APOE,SLC6A8,GFAP,ATP6V1E1,KRAS,NOTCH2,SLCO1B1,CEP135,CYP27A1,GABBR2,RPL35,KIF11,MSMO1,RORA,PDGFRB,RAB11A,SMAD2,KMT2C,CREBBP,CDKN2C,PRDX1,FOXRED1,CHMP2B,NID1,ARHGAP31,CAD,CDK6,KCNC1,CYP11A1,GATA6,SOD1,RASA1,CCNO,JPH3,APP,KCNMA1,GDF6,KAT6B,NRG1,WDFY3,GAS1,JAM3,ANKRD11,SLC39A4,ANTXR1,MFF,INSR,MN1,YWHAG,CDCA7,GLUL,RPL15,TERT,MLC1,COQ2,SLCO2A1,ITGA3,RPS15A,SLC25A22,FBN1,SLC25A20,DLST,DACT1,ELAC2,TUBB,ACSL4,FGFR3,MAPT,MEF2C,B4GALNT1,AUTS2,DOK7,NFASC,DMPK,GPX4,FN1,HTT,SFXN4,RPS26,PEX14,ARG1,FRMD4A,MAX,VCP,CACNA1G,KCNQ2,DNMT1,PCNT,COL18A1,CUX1,MYLK,COL4A2,LONP1,DNAJC5,PNP,MACF1,IBA57,CENPF,SYNE1,XPR1,NDUFS2,SEMA4A,FBXL4,DPYD,RPL5,NFIA,DHCR24,CPT2,GRIN1,KCNT1,ARFGEF2,MAFB,LDLRAP1,ALPL,TPP2,FOXP3,FTL,DPP6,GNB1,GDI2,JAK2,BRSK2,NYNRIN,DIAPH1,TBR1,LYST,CIT,WIPF1,PDCD10,IGF1,FAT4,PPP2R2B,PSAP,CAMK2B,GLI3,RPS29,SLC7A7,ROBO3,CBS,CST3,IFRD1,CDKN1A,OBSL1,MYO7A,GLI2,FGF13,DHFR,PRF1,AP2M1,CC2D2A,ESR1,SLC13A5,SYNJ1,ERLIN1,CDKN1C,BDNF,RPS24,SLC2A1,MED12L,RAB23,MME,ZBTB20,RPS20,CAPN1,SPTBN2,KCNJ5,CLP1,GATA4,PHC1,ARF1,GPR161,USP36,DMXL2,ORC4,PCYT2,TET2,APC2,ATXN2,DNM1L,MEIS2,LDLR,SLC44A2,COX6B1,RPS19,RPS28,GCH1,ABCB1,CYP1B1,RPS10,CTDP1,ZNHIT3,MUC1,ZEB2,SHANK3,ATP6AP2,HNRNPU,FOXC1,TBC1D24,PITX2,RPS7,BCL11A,IGF1R,ITM2B,MYT1L,CDC42,RPS17,MYD88,FGA,BTD,AKT3,SNCA"
Arsenic,Abnormal large intestine morphology,"CEACAM6,MIF,HMOX1,FERMT1,TGFB1,COL1A1,MSH2,RAC2,RFXAP,KRAS,RPL35,GUCY2C,CYBA,GATA6,INSR,RPL15,MET,RPS15A,DACT1,FGFR3,DMPK,RPS26,LRBA,CASP8,MYLK,LONP1,IVNS1ABP,SEMA4A,RPL5,FOXP3,WIPF1,GLI3,RPS29,PRF1,RPS24,RPS20,RPS19,RPS28,SLC37A4,TNFAIP3,RPS10,CIITA,ZEB2,RPS7,GCLC,RPS17"
Arsenic,Edema,"AHCY,COL1A1,REEP6,APOE,RIN2,KRAS,ALPK3,IL1RN,GYPC,RPL35,KIF11,SLC40A1,PRDX1,MECOM,TRIP11,GATA6,RASA1,ANKH,ANTXR1,IL7R,RPL15,KRT2,COQ2,SLCO2A1,MET,RPS15A,TALDO1,CRTAP,TUBB,FGFR3,SOX18,DOK7,EPB41,FN1,RPS26,FRMD4A,CASP8,KCNQ2,DNMT1,MYLK,IBA57,PTPN14,RPL5,PLCE1,GSN,SLC4A11,LYST,FAT4,RPS29,DAAM2,KCTD1,PRF1,RPS24,TGFBI,MED12L,RPS20,GATA4,TET2,APC2,RPS19,RPS28,RPS10,ZNHIT3,SHANK3,RPS7,CDC42,RPS17,MYD88,FGA"
Arsenic,Abnormal eye physiology,"SNAI2,B4GALT7,HSD17B10,FERMT1,AHCY,MMP2,TGFB1,PLOD3,BLNK,EHHADH,MSH2,REEP6,MSX2,AHR,TWIST1,EGR2,B9D2,ATXN1,KRT5,APOE,PXDN,SLC6A8,GFAP,ATP6V1E1,RIN2,KRAS,NOTCH2,WNT10A,CYP27A1,RPL35,KIF11,MSMO1,RORA,CYBA,PDGFRB,RAB11A,KMT2C,CREBBP,PRDX1,FOXRED1,CDH3,NID1,ARHGAP31,KRT71,TRIP11,SOD1,EGFR,ATM,ANKH,APP,KCNMA1,GDF6,NRG1,CRYAA,PDXK,WDFY3,GAS1,ANKRD11,SLC39A4,ANTXR1,MFF,INSR,MN1,YWHAG,CDCA7,KRT74,DST,RPL15,TERT,KCNE3,COQ2,ZMAT3,SLCO2A1,SPEG,CTBP2,ZNF366,ALOXE3,RPS15A,SLC25A22,MMP1,COL12A1,FBN1,SLC25A20,DACT1,NXN,FGFR3,PARK7,MAPT,TUBB4B,B4GALNT1,AUTS2,DOK7,NFASC,DMPK,HTT,SFXN4,RPS26,PEX14,LRBA,FRMD4A,SYNE2,VCP,CACNA1G,DNMT1,PCNT,COL18A1,PTPRF,CUX1,COL4A2,LONP1,MACF1,IBA57,SYNE1,TAB2,UTRN,NDUFS2,SEMA4A,FBXL4,DPYD,KAZALD1,RPL5,GPC4,NFIA,DHCR24,RBP4,GRIN1,SARDH,COL9A2,MAFB,PGK1,GSN,LDLRAP1,SIK3,FTL,DPP6,PCDH9,NPHP4,GNB1,ASPH,SLC4A11,ITPR2,JAK2,AMACR,BRSK2,DIAPH1,TBR1,LYST,TFRC,WIPF1,IGF1,FAT4,PPP2R2B,PSAP,CAMK2B,GLI3,RPS29,ROBO3,CBS,PAX1,BACH1,MEI1,IFRD1,SLC8A1,MAD1L1,SCN9A,MYO7A,CEP19,GLI2,TKT,FGF13,DHFR,PRF1,CC2D2A,RASGRF1,SLC13A5,SYNJ1,BDNF,RPS24,SLC2A1,TGFBI,SEMA4D,MED12L,MME,ZBTB20,TENM3,FBN2,NEDD4,CCSER1,RNF150,RPS20,ASAP1,CAPN1,SPTBN2,MAML2,CLP1,DMXL2,PCYT2,TET2,APC2,ATXN2,DNM1L,ITGA7,LDLR,COX6B1,RPS19,RPS28,GCH1,CYP1B1,YAP1,LRMDA,TNFAIP3,RPS10,NEFL,CTDP1,ZNHIT3,CIITA,ZEB2,SHANK3,DLGAP2,FOXC1,TBC1D24,PITX2,RPS7,ALDOA,BCL11A,IGF1R,ITM2B,MYT1L,CDC42,ALOX12B,RPS17,CAPN5,MYD88,MAP1LC3B,TPM3,BTD,AKT3,SNCA"
Arsenic,Growth abnormality,"B4GALT7,HSD17B10,CEACAM6,MIF,HMOX1,AHCY,MMP2,TGFB1,CAV2,PLOD3,BLNK,COL1A1,CYP27B1,ZBTB24,SPARC,EHHADH,MSH2,REEP6,AHR,TWIST1,KRT5,APOE,SLC6A8,GFAP,ATP6V1E1,RIN2,CHRM3,RFXAP,KRAS,NOTCH2,CEP135,BLK,IL1RN,GYPC,GABBR2,RPL35,KIF11,MSMO1,PDGFRB,RAB11A,SMAD2,KMT2C,CREBBP,PRDX1,FOXRED1,CDH3,ARHGAP31,ANK1,CDK6,HYAL1,TRIP11,CYP11A1,GATA6,RASA1,ATM,PLOD2,JPH3,KAT6B,WNT4,WDFY3,HPRT1,GAS1,ANKRD11,SLC39A4,ANTXR1,MFF,INSR,BMP1,IL7R,FOS,YWHAG,RAB33B,CDCA7,DST,RPL15,TERT,COQ2,ALOXE3,MET,PIPOX,RPS15A,TALDO1,SLC25A22,MMP1,CRTAP,COL12A1,FBN1,DLST,DACT1,NXN,ELAC2,TUBB,ACSL4,FGFR3,DMKN,AUTS2,DOK7,NFASC,EPB41,GPX4,FN1,HTT,SFXN4,COL27A1,RPS26,PEX14,ARG1,LRBA,FRMD4A,SYNE2,NR3C2,CASP8,MAX,VCP,PCNT,SCNN1A,CUX1,MYLK,COL4A2,LONP1,PNP,MACF1,IBA57,SYNE1,TAB2,XPR1,IFNGR1,NDUFS2,SEMA4A,TACC2,FBXL4,DPYD,RPL5,GPC4,DHCR24,GRIN1,ARFGEF2,MMP9,COL9A2,MAFB,ALPL,FOXP3,DPP6,NPHP4,GNB1,BMP2,KRT6A,BNC2,JAK2,AMACR,BRSK2,DIAPH1,TFRC,CIT,IGF1,STEAP3,FAT4,PSAP,CAMK2B,GLI3,RPS29,SLC7A7,CBS,PAX1,DAAM2,OBSL1,CEP19,GLI2,TKT,FGF13,PRF1,SLC22A5,CC2D2A,SOHLH1,ESR1,SLC13A5,SYNJ1,CDKN1C,BDNF,RPS24,SLC2A1,MED12L,RAB23,ZBTB20,FBN2,RPS20,KCNJ5,CLP1,GATA4,PHC1,GPR161,DMXL2,ORC4,TET2,APC2,DNM1L,ITGA7,MEIS2,COX6B1,RPS19,RPS28,SLC37A4,RPS10,CTDP1,CIITA,ZEB2,SHANK3,ATP6AP2,FOXC1,PITX2,RPS7,ALDOA,IGF1R,MYT1L,GCLC,CDC42,ALOX12B,RPS17,TPM3,SNCA"
Arsenic,Abnormal leukocyte count,"TGFB1,BLNK,ZBTB24,RAC2,CHRM3,RFXAP,KRAS,IL1RN,RPL35,PDGFRB,PRDX1,ARHGAP31,MECOM,ATM,FERMT3,TAL1,IL7R,CDCA7,RPL15,RPS15A,NFASC,RPS26,LRBA,CASP8,MSN,PNP,IVNS1ABP,IFNGR1,FBXL4,RPL5,SVEP1,TPP2,FOXP3,JAK2,LYST,NLRP12,TFRC,WIPF1,G6PD,FAT4,RPS29,SLC7A7,CD8A,CXCR4,PRF1,HLA-B,RPS24,TFR2,RPS20,TET2,RPS19,RPS28,SLC37A4,TNFAIP3,RPS10,CIITA,ATP6AP2,RPS7,RPS17,MYD88"
Arsenic,Constitutional symptom,"MMP2,TGFB1,PON1,BLNK,COL1A1,CYP27B1,EHHADH,MSH2,CAT,KRT5,GFAP,KRAS,NOTCH2,IL1RN,GYPC,KIF11,SLC40A1,GUCY2C,MSMO1,SMAD2,CHMP2B,CPT1A,ANK1,CACNA1C,GATA6,SOD1,RASA1,ATM,FERMT3,DSC2,ASAP2,ANKH,CALM3,INSR,TERT,COQ2,SLCO2A1,ALOXE3,MET,MMP1,COL12A1,FBN1,DLST,DACT1,ACSL4,EPB41,DMPK,AKAP9,ANK2,SYNE2,CASP8,MAX,VCP,CACNA1G,DNMT1,SCNN1A,MYLK,LONP1,SYNE1,TAB2,IVNS1ABP,UTRN,IFNGR1,SEMA4A,CHRNA4,CPT2,KCNT1,COL9A2,MAFB,PGK1,LDLRAP1,FTL,KRT6A,BNC2,JAK2,NLRP12,CIT,WIPF1,STEAP3,G6PD,PSAP,DAAM2,SCN9A,GLI2,FGF13,ESR1,SYNJ1,ERLIN1,SLC2A1,TGFBI,VAPB,VWA1,MME,TFR2,RPS20,CAPN1,KCNJ5,GATA4,TET2,DNM1L,ITGA7,LDLR,COX6B1,GCH1,NEFL,ZEB2,ALDOA,ALOX12B,B2M,MYD88,TPM3,CALM1"
Arsenic,Abnormality of limbs,"CYP26B1,B4GALT7,CEACAM6,VCL,MIF,HMOX1,FERMT1,AHCY,MMP2,TGFB1,PLOD3,COL1A1,CYP27B1,COX6A1,SPARC,EHHADH,MSX2,TWIST1,EGR2,B9D2,KRT5,APOE,SLC6A8,ATP6V1E1,RIN2,CHRM3,KRAS,NOTCH2,WNT10A,CYP27A1,GABBR2,RPL35,PDGFRB,SMAD2,KMT2C,CREBBP,CDH3,ARHGAP31,MECOM,HYAL1,CACNA1C,TRIP11,GATA6,SOD1,PRDM16,RASA1,DSC2,CCNO,PLOD2,ANKH,GDF6,KAT6B,WNT4,PDXK,WDFY3,HPRT1,GAS1,ANKRD11,ANTXR1,INSR,BMP1,IL7R,FOS,YWHAG,RAB33B,CDCA7,GLUL,DST,RPL15,TERT,KRT2,SLCO2A1,SPEG,ALOXE3,MET,RPS15A,SLC25A22,MMP1,CRTAP,COL12A1,FBN1,KIAA0825,SLIT3,NEXN,DACT1,NXN,TUBB,ACSL4,FGFR3,B4GALNT1,SOX18,AUTS2,DOK7,NFASC,CTSB,DMPK,GPX4,FN1,HTT,COL27A1,RPS26,PEX14,LRBA,FRMD4A,SYNE2,TPM1,CASP8,VCP,CACNA1G,PCNT,SCNN1A,MYLK,LONP1,IBA57,CENPF,SYNE1,IVNS1ABP,IFNGR1,NECTIN4,FBXL4,DPYD,RPL5,GPC4,DHCR24,CPT2,SARDH,ARFGEF2,MMP9,COL9A2,MAFB,ALPL,DPP6,GNB1,BMP2,KRT6A,AMACR,LYST,IGF1,FAT4,PSAP,GLI3,RPS29,CBS,PAX1,KCTD1,IFRD1,OBSL1,SCN9A,CEP19,DLX3,GLI2,EPS15L1,FGF13,AP2M1,CC2D2A,SLC13A5,ZFYVE27,SYNJ1,ERLIN1,CDKN1C,RPS24,SLC2A1,VWA1,MED12L,RAB23,MME,ZBTB20,FBN2,RPS20,CAPN1,KCNJ5,FGD4,GATA4,ARF1,DMXL2,ORC4,TET2,APC2,DNM1L,ITGA7,MEIS2,KANK2,RPS19,RPS28,GCH1,RPS10,NEFL,CTDP1,ZNHIT3,ZEB2,SHANK3,ATP6AP2,TBC1D24,RPS7,IGF1R,MYT1L,GCLC,CDC42,ALOX12B,B2M,RPS17,MYD88,TPM3,BTD,AKT3,SNCA"
Arsenic,Abnormal circulating metabolite concentration,"HSD17B10,VCL,AHCY,APOC3,CYP27B1,EHHADH,WNK4,KRT5,APOE,SLC6A8,ATP6V1E1,RFXAP,KRAS,SLCO1B1,CYP27A1,BLK,IL1RN,GYPC,SLC40A1,MSMO1,PDGFRB,PRDX1,FOXRED1,CAD,CPT1A,ANK1,CACNA1C,CYP11A1,PRDM16,FTH1,RASA1,ATM,APP,CALM3,HPRT1,DCXR,INSR,IL7R,FOS,GLUL,COQ2,SLCO2A1,ITGA3,MET,TALDO1,MMP1,COL12A1,FBN1,SLC25A20,NEXN,DLST,FGFR3,DOK7,EPB41,DMPK,FN1,HTT,AKAP9,PEX14,ARG1,ANK2,SYNE2,NR3C2,TPM1,CASP8,MAX,VCP,SCNN1A,LONP1,PNP,SYNE1,IFNGR1,NDUFS2,SEMA4A,FBXL4,DHCR24,PLCE1,CPT2,SARDH,PGK1,LDLRAP1,ALPL,FOXP3,FTL,AMACR,LYST,NLRP12,IGF1,STEAP3,G6PD,FAT4,SLC7A7,CBS,DAAM2,CEP19,GLI2,TKT,PRF1,SLC22A5,CC2D2A,SYNJ1,CDKN1C,SLC2A1,TFR2,RPS20,KCNJ5,TET2,APC2,ITGA7,LDLR,COX6B1,SLC37A4,GCH1,NEFL,MUC1,CIITA,ALDOA,B2M,TPM3,CALM1,BTD"
Arsenic,Abnormal leukocyte morphology,"VCL,TGFB1,BLNK,ZBTB24,MSH2,RAC2,APOE,CHRM3,RFXAP,KRAS,IL1RN,RPL35,KIF11,CYBA,PDGFRB,CREBBP,PRDX1,ARHGAP31,MECOM,PRDM16,ARHGAP26,ATM,FERMT3,TAL1,IL7R,CDCA7,RPL15,TERT,RPS15A,NEXN,NFASC,RPS26,LRBA,TPM1,CASP8,MSN,PNP,IVNS1ABP,IFNGR1,FBXL4,RPL5,SVEP1,TPP2,FOXP3,GNB1,JAK2,LYST,NLRP12,TFRC,WIPF1,G6PD,FAT4,RPS29,SLC7A7,SCN9A,CD8A,CXCR4,PRF1,HLA-B,RPS24,TFR2,RPS20,TET2,APC2,RPS15,RPS19,RPS28,SLC37A4,TNFAIP3,RPS10,CIITA,ATP6AP2,RPS7,RPS17,MYD88"
Arsenic,Abnormal cellular immune system morphology,"VCL,TGFB1,BLNK,ZBTB24,MSH2,RAC2,APOE,CHRM3,RFXAP,KRAS,IL1RN,RPL35,KIF11,CYBA,PDGFRB,CREBBP,PRDX1,ARHGAP31,MECOM,PRDM16,ARHGAP26,ATM,FERMT3,TAL1,IL7R,CDCA7,RPL15,TERT,RPS15A,NEXN,NFASC,RPS26,LRBA,TPM1,CASP8,MSN,PNP,IVNS1ABP,IFNGR1,FBXL4,RPL5,SVEP1,TPP2,FOXP3,GNB1,JAK2,LYST,NLRP12,TFRC,WIPF1,G6PD,FAT4,RPS29,SLC7A7,SCN9A,CD8A,CXCR4,PRF1,HLA-B,RPS24,TFR2,RPS20,TET2,APC2,RPS15,RPS19,RPS28,SLC37A4,TNFAIP3,RPS10,CIITA,ATP6AP2,RPS7,RPS17,MYD88"
Arsenic,Body height,"CYP26B1,SIX4,AHCY,CAV2,ASIC2,ZBTB24,SPARC,MSH2,BCL9,DUSP1,RAP1B,RABGAP1L,APOE,PXDN,SLCO1B1,PHC2,IGF2BP3,RALGPS1,POU5F1,RORA,USP14,RAB27B,CRISPLD2,CDKN2C,KCNQ4,C9,YWHAE,IFT57,MECOM,NPR3,STC2,CDK6,CACNA1C,LUM,PELI2,RTN1,TRIP11,CYP11A1,MEIS1,CTDSPL,ARHGAP26,FER,PLOD2,JAZF1,JPH3,ANKH,ADAMTS5,NUP205,KCNMA1,KIF6,NRG1,NBL1,HHIP,ANPEP,SLC39A4,ANTXR1,INSR,ANKRD27,ZNF608,DST,XXYLT1,CTBP2,DAB2,ROCK2,NPEPPS,DCBLD2,FAIM2,FBN1,CARMIL1,SLIT3,IGFN1,TNPO1,FIP1L1,PCGF5,RTN4,LRRFIP2,FGFR3,DLK1,RIOK3,AUTS2,DOK7,CRTC1,DNM3,COL27A1,FRMD4A,CREB5,MAX,WWP2,PHF2,DNMT1,PTPRF,CUX1,MACF1,MAST2,SGMS1,TOX,PTPN14,SYNE1,NR5A2,MLLT11,TACC2,DPYD,RPL5,NFIA,SORBS1,DHCR24,RAPGEF1,DLG5,COL9A2,PGK1,DENND1A,FAM83C,SVEP1,TXN,PARD3,CDC14B,CLIC1,PRRC2A,PIP4K2A,DPP6,PCDH9,TXNDC5,TRIM6,BNC2,JAK2,KCNQ3,RHBDD1,IGF1,SRPK2,EFCAB5,DAAM1,SLC16A9,GLI3,PDE1C,ARHGEF12,BCL2,FGFRL1,PAX1,DAAM2,MAP3K7CL,MEI1,METTL15,STEAP1B,ADCY3,CDKN1A,MAD1L1,OBSL1,LTBP1,MYO7A,TBC1D14,R3HDM1,CHCHD3,GLI2,NFIC,GTF2IRD1,ECD,MXD3,PLEKHA5,ESR1,GAS7,ACOXL,PRKCA,IGF2BP2,RAB34,BDNF,CD36,VWA1,ZBTB20,KLHL29,SH3D21,PDGFC,ADAMTS12,INPP4B,FBN2,NEDD4,SLC45A4,MYBL1,ASAP1,SLC24A4,KDM2A,DKK3,FLI1,MAML2,NRK,EPS8L2,PHC1,CCDC91,EVI5,USP36,UBC,TET2,FKBP5,DENND5B,ATXN2,DAZAP2,CDK11B,ADAP2,SLC44A2,WBP2,KANK2,ABCB1,CYP1B1,YAP1,POM121C,PCSK6,DNAH10,GRB10,BCL11A,IGF1R,CDC42,AKT3"
Arsenic,Abnormal nervous system morphology,"CYP26B1,SNAI2,HSD17B10,AHCY,TGFB1,PON1,PLOD3,BLNK,COL1A1,COX6A1,ZBTB24,SPARC,EHHADH,MSH2,MSX2,TWIST1,EGR2,B9D2,ATXN1,TUBG1,KRT5,APOE,SLC6A8,GFAP,ATP6V1E1,RFXAP,KRAS,NOTCH2,SLCO1B1,CEP135,CYP27A1,GABBR2,RPL35,KIF11,MSMO1,RORA,CYBA,PDGFRB,RAB11A,SMAD2,KMT2C,CREBBP,CDKN2C,PRDX1,FOXRED1,CHMP2B,NID1,ARHGAP31,CAD,CDK6,KCNC1,CYP11A1,GATA6,SOD1,RASA1,CCNO,JPH3,ANKH,APP,KCNMA1,GDF6,KAT6B,NRG1,WDFY3,GAS1,JAM3,ANKRD11,SLC39A4,ANTXR1,MFF,INSR,MN1,YWHAG,CDCA7,GLUL,RPL15,TERT,MLC1,COQ2,SLCO2A1,SPEG,ITGA3,RPS15A,SLC25A22,FBN1,SLC25A20,DLST,DACT1,ELAC2,TUBB,ACSL4,FGFR3,MAPT,MEF2C,B4GALNT1,AUTS2,DOK7,NFASC,DMPK,GPX4,FN1,HTT,RPS26,PEX14,ARG1,FRMD4A,MAX,VCP,CACNA1G,KCNQ2,DNMT1,PCNT,COL18A1,CUX1,MYLK,COL4A2,LONP1,DNAJC5,PNP,MACF1,IBA57,CENPF,SYNE1,XPR1,NDUFS2,SEMA4A,FBXL4,DPYD,RPL5,NFIA,DHCR24,CPT2,GRIN1,KCNT1,ARFGEF2,MAFB,GSN,LDLRAP1,ALPL,TPP2,FOXP3,FTL,DPP6,GNB1,BMP2,GDI2,JAK2,BRSK2,NYNRIN,DIAPH1,TBR1,LYST,TFRC,CIT,WIPF1,PDCD10,IGF1,FAT4,PPP2R2B,PSAP,CAMK2B,GLI3,RPS29,SLC7A7,ROBO3,CBS,CST3,IFRD1,CDKN1A,OBSL1,MYO7A,CXCR4,GLI2,FGF13,DHFR,PRF1,AP2M1,CC2D2A,ESR1,SLC13A5,SYNJ1,ERLIN1,CDKN1C,BDNF,RPS24,SLC2A1,VAPB,VWA1,MED12L,RAB23,MME,ZBTB20,RPS20,CAPN1,SPTBN2,KCNJ5,FGD4,CLP1,GATA4,PHC1,ARF1,GPR161,USP36,DMXL2,ORC4,PCYT2,TET2,APC2,ATXN2,DNM1L,ITGA7,MEIS2,LDLR,SLC44A2,COX6B1,RPS19,RPS28,GCH1,CYP1B1,RPS10,NEFL,CTDP1,ZNHIT3,MUC1,CIITA,ZEB2,SHANK3,ATP6AP2,HNRNPU,FOXC1,TBC1D24,PITX2,RPS7,BCL11A,IGF1R,ITM2B,MYT1L,GCLC,CDC42,B2M,RPS17,MYD88,FGA,TPM3,BTD,AKT3,SNCA"
Arsenic,Abnormality of the kidney,"SNAI2,HMOX1,TGFB1,CYP27B1,EHHADH,MSH2,B9D2,APOE,CHRM3,KRAS,NOTCH2,CEP135,BLK,RPL35,RORA,PDGFRB,KMT2C,CREBBP,PRDX1,FOXRED1,CAD,CPT1A,CDK6,TRIP11,RASA1,GDF6,KAT6B,WNT4,HPRT1,GAS1,JAM3,ANTXR1,INSR,GP9,IL7R,RPL15,COQ2,SLCO2A1,ALOXE3,ITGA3,MET,RPS15A,TALDO1,SLC25A22,MMP1,CRTAP,FBN1,SLC25A20,DLST,DACT1,NXN,FGFR3,SOX18,FN1,RPS26,PEX14,MAX,SCNN1A,MYLK,LONP1,CENPF,NDUFS2,FBXL4,RPL5,NFIA,DHCR24,PLCE1,CPT2,MAFB,PGK1,GSN,LDLRAP1,ALPL,FOXP3,NPHP4,GNB1,BNC2,CIT,WIPF1,FAT4,GLI3,RPS29,SLC7A7,PAX1,DAAM2,GP1BB,KCTD1,CEP19,GLI2,TKT,FGF13,PRF1,MYOCD,CC2D2A,CDKN1C,BDNF,RPS24,RAB23,MME,RPS20,KCNJ5,GATA4,PHC1,DMXL2,APC2,LDLR,COX6B1,KANK2,RPS19,RPS28,SLC37A4,YAP1,RPS10,MUC1,ZEB2,SHANK3,TBC1D24,RPS7,ALDOA,CDC42,ALOX12B,B2M,RPS17,MYD88,FGA,AKT3"
Arsenic,Abnormality of the upper urinary tract,"SNAI2,HMOX1,TGFB1,CYP27B1,EHHADH,MSH2,B9D2,APOE,CHRM3,KRAS,NOTCH2,CEP135,BLK,RPL35,RORA,PDGFRB,KMT2C,CREBBP,PRDX1,FOXRED1,CAD,CPT1A,CDK6,TRIP11,GATA6,RASA1,GDF6,KAT6B,WNT4,HPRT1,GAS1,JAM3,ANTXR1,INSR,GP9,IL7R,RPL15,COQ2,SLCO2A1,ALOXE3,ITGA3,MET,RPS15A,TALDO1,SLC25A22,MMP1,CRTAP,FBN1,SLC25A20,DLST,DACT1,NXN,FGFR3,SOX18,FN1,RPS26,PEX14,MAX,COL18A1,SCNN1A,MYLK,LONP1,CENPF,NDUFS2,FBXL4,RPL5,NFIA,DHCR24,PLCE1,CPT2,MAFB,PGK1,GSN,LDLRAP1,ALPL,FOXP3,NPHP4,GNB1,BNC2,CIT,WIPF1,FAT4,GLI3,RPS29,SLC7A7,PAX1,DAAM2,GP1BB,KCTD1,CEP19,GLI2,TKT,FGF13,PRF1,MYOCD,CC2D2A,CDKN1C,BDNF,RPS24,RAB23,MME,RPS20,KCNJ5,GATA4,PHC1,DMXL2,APC2,LDLR,COX6B1,KANK2,RPS19,RPS28,SLC37A4,YAP1,RPS10,MUC1,ZEB2,SHANK3,TBC1D24,RPS7,ALDOA,CDC42,ALOX12B,B2M,RPS17,MYD88,FGA,AKT3"
Arsenic,Abnormal immune system morphology,"VCL,TGFB1,BLNK,ZBTB24,MSH2,RAC2,APOE,CHRM3,RFXAP,KRAS,IL1RN,RPL35,KIF11,CYBA,PDGFRB,CREBBP,PRDX1,ARHGAP31,MECOM,PRDM16,ARHGAP26,ATM,FERMT3,TAL1,IL7R,CDCA7,RPL15,TERT,MET,RPS15A,NEXN,NFASC,RPS26,LRBA,TPM1,CASP8,MSN,PNP,IVNS1ABP,IFNGR1,FBXL4,RPL5,SVEP1,TPP2,FOXP3,GNB1,JAK2,LYST,NLRP12,TFRC,WIPF1,G6PD,FAT4,RPS29,SLC7A7,SCN9A,CD8A,CXCR4,DLX3,PRF1,HLA-B,RPS24,TFR2,RPS20,TET2,APC2,RPS15,RPS19,RPS28,SLC37A4,TNFAIP3,RPS10,CIITA,ATP6AP2,RPS7,RPS17,MYD88"
Arsenic,Platelet count,"TFAP4,APOH,MICALL1,TUBB1,TGFB1,CYP3A5,COL1A1,APOC3,APOE,CHRM3,SLCO1B1,PHC2,PRDX1,CDH3,DGKD,MECOM,CDK6,CACNA1C,PRDM16,MEIS1,IQGAP2,EGFR,ATM,FERMT3,GP9,MN1,TERT,ZMAT3,GSTM1,CARMIL1,TNPO1,NXN,RTN4,PLCB1,MEF2C,SIGLEC1,NFASC,PDE5A,HTT,DNM3,SYNE2,TPM1,MAX,WWP2,PTPRF,COL4A2,IVNS1ABP,DPYD,PLCE1,CCND3,LDLRAP1,SVEP1,SIK3,JAK2,RAB37,ETS1,PDCD10,SH3KBP1,ARHGEF12,BCL2,DAAM2,GP1BB,STEAP1B,MAD1L1,TBC1D14,PSTPIP2,NFIC,HLA-B,MXD3,IGF2BP2,CD36,ZBTB20,TFR2,SH3D21,PDGFC,RNF150,RAI14,LYN,ASAP1,CFL1,FLI1,ABCB9,ATXN2,DAZAP2,DNM1L,SLC44A2,WBP2,IFITM2,ABCC4,IGF1R,TPM3,BTD"
