category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
HPO	HP:0010978	25	1347	9606	9606.ENSP00000216117,9606.ENSP00000219070,9606.ENSP00000219548,9606.ENSP00000245907,9606.ENSP00000252486,9606.ENSP00000263341,9606.ENSP00000265709,9606.ENSP00000299697,9606.ENSP00000302530,9606.ENSP00000322020,9606.ENSP00000339398,9606.ENSP00000341815,9606.ENSP00000356468,9606.ENSP00000356946,9606.ENSP00000362924,9606.ENSP00000371067,9606.ENSP00000385834,9606.ENSP00000418525,9606.ENSP00000427424,9606.ENSP00000468253,9606.ENSP00000481570,9606.ENSP00000492024,9606.ENSP00000497574,9606.ENSP00000497910,9606.ENSP00000498358	HMOX1,MMP2,STUB1,C3,APOE,IL1B,ANK1,TK2,BUB1,SLC25A22,HLA-DQA1,SOX18,IVNS1ABP,FCGR3A,GSN,JAK2,TF,MME,TNFAIP8,CFD,TNFAIP3,PAX6,GCLC,B2M,FECH	9.82e-08	0.00015	Abnormality of immune system physiology
HPO	HP:0025031	34	2389	9606	9606.ENSP00000216117,9606.ENSP00000219070,9606.ENSP00000219548,9606.ENSP00000222381,9606.ENSP00000228606,9606.ENSP00000252486,9606.ENSP00000262160,9606.ENSP00000265709,9606.ENSP00000284981,9606.ENSP00000285379,9606.ENSP00000299697,9606.ENSP00000302530,9606.ENSP00000322020,9606.ENSP00000337354,9606.ENSP00000340278,9606.ENSP00000341815,9606.ENSP00000349016,9606.ENSP00000354573,9606.ENSP00000356468,9606.ENSP00000356771,9606.ENSP00000356972,9606.ENSP00000360645,9606.ENSP00000362924,9606.ENSP00000371067,9606.ENSP00000377192,9606.ENSP00000385834,9606.ENSP00000392423,9606.ENSP00000424846,9606.ENSP00000438804,9606.ENSP00000481570,9606.ENSP00000490614,9606.ENSP00000497574,9606.ENSP00000497910,9606.ENSP00000498358	HMOX1,MMP2,STUB1,PON1,CYP27B1,APOE,SMAD2,ANK1,APP,CA2,TK2,BUB1,SLC25A22,LIPA,PARK7,SOX18,PEX14,MACF1,IVNS1ABP,F5,NDUFS2,MAN1B1,GSN,JAK2,G6PD,TF,RELN,SH3BP2,HNF1A,TNFAIP3,DCX,GCLC,B2M,FECH	1.72e-07	0.00017	Abnormality of the digestive system
HPO	HP:0012649	20	981	9606	9606.ENSP00000216117,9606.ENSP00000219548,9606.ENSP00000245907,9606.ENSP00000252486,9606.ENSP00000263341,9606.ENSP00000265709,9606.ENSP00000299697,9606.ENSP00000339398,9606.ENSP00000341815,9606.ENSP00000356468,9606.ENSP00000356946,9606.ENSP00000362924,9606.ENSP00000371067,9606.ENSP00000418525,9606.ENSP00000427424,9606.ENSP00000481570,9606.ENSP00000492024,9606.ENSP00000497574,9606.ENSP00000497910,9606.ENSP00000498358	HMOX1,STUB1,C3,APOE,IL1B,ANK1,TK2,HLA-DQA1,SOX18,IVNS1ABP,FCGR3A,GSN,JAK2,MME,TNFAIP8,TNFAIP3,PAX6,GCLC,B2M,FECH	5.65e-07	0.00053	Increased inflammatory response
HPO	HP:0001626	33	2438	9606	9606.ENSP00000216117,9606.ENSP00000219070,9606.ENSP00000252486,9606.ENSP00000262160,9606.ENSP00000265709,9606.ENSP00000284981,9606.ENSP00000285379,9606.ENSP00000291295,9606.ENSP00000299697,9606.ENSP00000302530,9606.ENSP00000322020,9606.ENSP00000337354,9606.ENSP00000341815,9606.ENSP00000346839,9606.ENSP00000348215,9606.ENSP00000349016,9606.ENSP00000356468,9606.ENSP00000356771,9606.ENSP00000356972,9606.ENSP00000362924,9606.ENSP00000371067,9606.ENSP00000377192,9606.ENSP00000381448,9606.ENSP00000385834,9606.ENSP00000392423,9606.ENSP00000424846,9606.ENSP00000438804,9606.ENSP00000478255,9606.ENSP00000490614,9606.ENSP00000492024,9606.ENSP00000497574,9606.ENSP00000497910,9606.ENSP00000498358	HMOX1,MMP2,APOE,SMAD2,ANK1,APP,CA2,CALM3,TK2,BUB1,SLC25A22,LIPA,SOX18,FN1,SH3PXD2A,PEX14,IVNS1ABP,F5,NDUFS2,GSN,JAK2,G6PD,CST3,TF,RELN,SH3BP2,HNF1A,ABCB1,DCX,PAX6,GCLC,B2M,FECH	8.75e-07	0.00071	Abnormality of the cardiovascular system
HPO	HP:0011842	34	2573	9606	9606.ENSP00000216117,9606.ENSP00000219070,9606.ENSP00000219548,9606.ENSP00000228606,9606.ENSP00000252486,9606.ENSP00000262160,9606.ENSP00000265709,9606.ENSP00000273784,9606.ENSP00000285379,9606.ENSP00000299697,9606.ENSP00000302530,9606.ENSP00000322020,9606.ENSP00000332164,9606.ENSP00000341815,9606.ENSP00000346839,9606.ENSP00000349016,9606.ENSP00000354573,9606.ENSP00000356468,9606.ENSP00000356771,9606.ENSP00000356946,9606.ENSP00000356972,9606.ENSP00000360645,9606.ENSP00000361405,9606.ENSP00000376637,9606.ENSP00000385834,9606.ENSP00000392423,9606.ENSP00000414303,9606.ENSP00000417185,9606.ENSP00000418525,9606.ENSP00000424846,9606.ENSP00000481570,9606.ENSP00000490614,9606.ENSP00000497574,9606.ENSP00000497910	HMOX1,MMP2,STUB1,CYP27B1,APOE,SMAD2,ANK1,AHSG,CA2,TK2,BUB1,SLC25A22,SLIT3,SOX18,FN1,PEX14,MACF1,IVNS1ABP,F5,FCGR3A,NDUFS2,MAN1B1,MMP9,IGF1,TF,RELN,BDNF,VWA1,MME,SH3BP2,TNFAIP3,DCX,GCLC,B2M	9.7e-07	0.00074	Abnormal skeletal morphology
HPO	HP:0011277	19	933	9606	9606.ENSP00000216117,9606.ENSP00000228606,9606.ENSP00000245907,9606.ENSP00000252486,9606.ENSP00000285379,9606.ENSP00000299697,9606.ENSP00000337354,9606.ENSP00000341815,9606.ENSP00000346839,9606.ENSP00000356771,9606.ENSP00000356972,9606.ENSP00000362924,9606.ENSP00000377192,9606.ENSP00000407552,9606.ENSP00000414303,9606.ENSP00000418525,9606.ENSP00000438804,9606.ENSP00000497574,9606.ENSP00000497910	HMOX1,CYP27B1,C3,APOE,CA2,TK2,LIPA,SOX18,FN1,F5,NDUFS2,GSN,G6PD,GAS7,BDNF,MME,HNF1A,GCLC,B2M	1.15e-06	0.00082	Abnormality of the urinary system physiology
HPO	HP:0000951	28	1888	9606	9606.ENSP00000219070,9606.ENSP00000219548,9606.ENSP00000228606,9606.ENSP00000252486,9606.ENSP00000262160,9606.ENSP00000263341,9606.ENSP00000265709,9606.ENSP00000273784,9606.ENSP00000302530,9606.ENSP00000337354,9606.ENSP00000339398,9606.ENSP00000341815,9606.ENSP00000349016,9606.ENSP00000356468,9606.ENSP00000356771,9606.ENSP00000356972,9606.ENSP00000360645,9606.ENSP00000362924,9606.ENSP00000371067,9606.ENSP00000376637,9606.ENSP00000377192,9606.ENSP00000427424,9606.ENSP00000438804,9606.ENSP00000481570,9606.ENSP00000492024,9606.ENSP00000497574,9606.ENSP00000497910,9606.ENSP00000498358	MMP2,STUB1,CYP27B1,APOE,SMAD2,IL1B,ANK1,AHSG,BUB1,LIPA,HLA-DQA1,SOX18,PEX14,IVNS1ABP,F5,NDUFS2,MAN1B1,GSN,JAK2,IGF1,G6PD,TNFAIP8,HNF1A,TNFAIP3,PAX6,GCLC,B2M,FECH	1.34e-06	0.00091	Abnormality of the skin
HPO	HP:0012638	38	3154	9606	9606.ENSP00000219070,9606.ENSP00000219548,9606.ENSP00000222381,9606.ENSP00000228606,9606.ENSP00000252486,9606.ENSP00000265709,9606.ENSP00000273784,9606.ENSP00000284981,9606.ENSP00000285379,9606.ENSP00000291295,9606.ENSP00000299697,9606.ENSP00000302530,9606.ENSP00000322020,9606.ENSP00000337354,9606.ENSP00000340278,9606.ENSP00000341815,9606.ENSP00000346839,9606.ENSP00000349016,9606.ENSP00000354573,9606.ENSP00000356972,9606.ENSP00000360645,9606.ENSP00000362924,9606.ENSP00000371067,9606.ENSP00000376637,9606.ENSP00000381448,9606.ENSP00000384477,9606.ENSP00000392423,9606.ENSP00000414303,9606.ENSP00000415769,9606.ENSP00000417185,9606.ENSP00000418525,9606.ENSP00000424846,9606.ENSP00000438804,9606.ENSP00000481570,9606.ENSP00000490614,9606.ENSP00000492024,9606.ENSP00000497574,9606.ENSP00000497910	MMP2,STUB1,PON1,CYP27B1,APOE,ANK1,AHSG,APP,CA2,CALM3,TK2,BUB1,SLC25A22,LIPA,PARK7,SOX18,FN1,PEX14,MACF1,NDUFS2,MAN1B1,GSN,JAK2,IGF1,CST3,IFRD1,RELN,BDNF,ITIH3,VWA1,MME,SH3BP2,HNF1A,TNFAIP3,DCX,PAX6,GCLC,B2M	1.69e-06	0.0011	Abnormal nervous system physiology
HPO	HP:0012337	22	1275	9606	9606.ENSP00000216117,9606.ENSP00000219070,9606.ENSP00000219548,9606.ENSP00000252486,9606.ENSP00000265709,9606.ENSP00000285379,9606.ENSP00000299697,9606.ENSP00000302530,9606.ENSP00000337354,9606.ENSP00000341815,9606.ENSP00000346839,9606.ENSP00000356972,9606.ENSP00000362924,9606.ENSP00000371067,9606.ENSP00000376637,9606.ENSP00000377192,9606.ENSP00000392423,9606.ENSP00000438804,9606.ENSP00000481570,9606.ENSP00000492024,9606.ENSP00000497574,9606.ENSP00000498358	HMOX1,MMP2,STUB1,APOE,ANK1,CA2,TK2,BUB1,LIPA,SOX18,FN1,NDUFS2,GSN,JAK2,IGF1,G6PD,RELN,HNF1A,TNFAIP3,PAX6,GCLC,FECH	2.2e-06	0.0013	Abnormal homeostasis
HPO	HP:0000119	30	2189	9606	9606.ENSP00000216117,9606.ENSP00000219070,9606.ENSP00000219548,9606.ENSP00000228606,9606.ENSP00000245907,9606.ENSP00000252486,9606.ENSP00000273784,9606.ENSP00000285379,9606.ENSP00000299697,9606.ENSP00000302530,9606.ENSP00000322020,9606.ENSP00000337354,9606.ENSP00000340278,9606.ENSP00000341815,9606.ENSP00000346839,9606.ENSP00000349016,9606.ENSP00000356771,9606.ENSP00000356972,9606.ENSP00000362924,9606.ENSP00000376637,9606.ENSP00000377192,9606.ENSP00000407552,9606.ENSP00000414303,9606.ENSP00000418525,9606.ENSP00000438804,9606.ENSP00000481570,9606.ENSP00000490614,9606.ENSP00000492024,9606.ENSP00000497574,9606.ENSP00000497910	HMOX1,MMP2,STUB1,CYP27B1,C3,APOE,AHSG,CA2,TK2,BUB1,SLC25A22,LIPA,PARK7,SOX18,FN1,PEX14,F5,NDUFS2,GSN,IGF1,G6PD,GAS7,BDNF,MME,HNF1A,TNFAIP3,DCX,PAX6,GCLC,B2M	2.55e-06	0.0015	Abnormality of the genitourinary system
HPO	HP:0000234	35	2865	9606	9606.ENSP00000216117,9606.ENSP00000219070,9606.ENSP00000219548,9606.ENSP00000222381,9606.ENSP00000228606,9606.ENSP00000252486,9606.ENSP00000262160,9606.ENSP00000273784,9606.ENSP00000285379,9606.ENSP00000299697,9606.ENSP00000302530,9606.ENSP00000322020,9606.ENSP00000337354,9606.ENSP00000340278,9606.ENSP00000341815,9606.ENSP00000349016,9606.ENSP00000354573,9606.ENSP00000356468,9606.ENSP00000356771,9606.ENSP00000356946,9606.ENSP00000356972,9606.ENSP00000360645,9606.ENSP00000362924,9606.ENSP00000371067,9606.ENSP00000376637,9606.ENSP00000392423,9606.ENSP00000414303,9606.ENSP00000417185,9606.ENSP00000424846,9606.ENSP00000463653,9606.ENSP00000481570,9606.ENSP00000490614,9606.ENSP00000492024,9606.ENSP00000497574,9606.ENSP00000497910	HMOX1,MMP2,STUB1,PON1,CYP27B1,APOE,SMAD2,AHSG,CA2,TK2,BUB1,SLC25A22,LIPA,PARK7,SOX18,PEX14,MACF1,IVNS1ABP,F5,FCGR3A,NDUFS2,MAN1B1,GSN,JAK2,IGF1,RELN,BDNF,VWA1,SH3BP2,RBFOX3,TNFAIP3,DCX,PAX6,GCLC,B2M	3.86e-06	0.002	Abnormality of the head
HPO	HP:0012211	14	560	9606	9606.ENSP00000216117,9606.ENSP00000245907,9606.ENSP00000252486,9606.ENSP00000285379,9606.ENSP00000299697,9606.ENSP00000341815,9606.ENSP00000346839,9606.ENSP00000356771,9606.ENSP00000356972,9606.ENSP00000362924,9606.ENSP00000414303,9606.ENSP00000418525,9606.ENSP00000438804,9606.ENSP00000497910	HMOX1,C3,APOE,CA2,TK2,SOX18,FN1,F5,NDUFS2,GSN,BDNF,MME,HNF1A,B2M	3.58e-06	0.002	Abnormal renal physiology
