category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
HPO	EFO:0004509	15	1228	9606	9606.ENSP00000252486,9606.ENSP00000261024,9606.ENSP00000263734,9606.ENSP00000266376,9606.ENSP00000275493,9606.ENSP00000283928,9606.ENSP00000322421,9606.ENSP00000337500,9606.ENSP00000376197,9606.ENSP00000377224,9606.ENSP00000381185,9606.ENSP00000385834,9606.ENSP00000407552,9606.ENSP00000420525,9606.ENSP00000498358	APOE,SLC40A1,EPAS1,CACNA1C,EGFR,JAZF1,HBA1,PCGF5,TFRC,CDKN2D,BCL2,TF,GAS7,TFR2,FECH	1.12e-05	0.0072	Hemoglobin measurement
HPO	EFO:0003765	10	573	9606	9606.ENSP00000222381,9606.ENSP00000261024,9606.ENSP00000263734,9606.ENSP00000270142,9606.ENSP00000278616,9606.ENSP00000308541,9606.ENSP00000322788,9606.ENSP00000366525,9606.ENSP00000420525,9606.ENSP00000497910	PON1,SLC40A1,EPAS1,SOD1,ATM,F2,MMP1,FTL,TFR2,B2M	2.2e-05	0.0134	Sign or symptom
HPO	HP:0012719	12	840	9606	9606.ENSP00000216117,9606.ENSP00000264870,9606.ENSP00000270142,9606.ENSP00000275493,9606.ENSP00000284981,9606.ENSP00000298743,9606.ENSP00000308541,9606.ENSP00000322788,9606.ENSP00000366525,9606.ENSP00000497574,9606.ENSP00000497910,9606.ENSP00000500990	HMOX1,F13A1,SOD1,EGFR,APP,GAS1,F2,MMP1,FTL,GCLC,B2M,SNCA	2.19e-05	0.0134	Functional abnormality of the gastrointestinal tract
HPO	HP:0001626	21	2438	9606	9606.ENSP00000216117,9606.ENSP00000252486,9606.ENSP00000261024,9606.ENSP00000263734,9606.ENSP00000264870,9606.ENSP00000266376,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000284981,9606.ENSP00000298743,9606.ENSP00000308541,9606.ENSP00000322421,9606.ENSP00000322788,9606.ENSP00000376197,9606.ENSP00000379258,9606.ENSP00000385834,9606.ENSP00000420525,9606.ENSP00000497574,9606.ENSP00000497910,9606.ENSP00000498358,9606.ENSP00000500990	HMOX1,APOE,SLC40A1,EPAS1,F13A1,CACNA1C,EGFR,ATM,APP,GAS1,F2,HBA1,MMP1,TFRC,GLI3,TF,TFR2,GCLC,B2M,FECH,SNCA	2.98e-05	0.0165	Abnormality of the cardiovascular system
HPO	HP:0011793	11	732	9606	9606.ENSP00000252486,9606.ENSP00000263734,9606.ENSP00000264870,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000298743,9606.ENSP00000308541,9606.ENSP00000322421,9606.ENSP00000322788,9606.ENSP00000379258,9606.ENSP00000381185	APOE,EPAS1,F13A1,EGFR,ATM,GAS1,F2,HBA1,MMP1,GLI3,BCL2	3.2e-05	0.017	Neoplasm by anatomical site
HPO	HP:0000951	18	1888	9606	9606.ENSP00000228606,9606.ENSP00000252486,9606.ENSP00000261024,9606.ENSP00000263734,9606.ENSP00000264870,9606.ENSP00000270142,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000283928,9606.ENSP00000308541,9606.ENSP00000322421,9606.ENSP00000322788,9606.ENSP00000376197,9606.ENSP00000379258,9606.ENSP00000420525,9606.ENSP00000497574,9606.ENSP00000497910,9606.ENSP00000498358	CYP27B1,APOE,SLC40A1,EPAS1,F13A1,SOD1,EGFR,ATM,JAZF1,F2,HBA1,MMP1,TFRC,GLI3,TFR2,GCLC,B2M,FECH	3.58e-05	0.0178	Abnormality of the skin
HPO	HP:0001574	20	2266	9606	9606.ENSP00000228606,9606.ENSP00000252486,9606.ENSP00000261024,9606.ENSP00000263734,9606.ENSP00000264870,9606.ENSP00000270142,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000283928,9606.ENSP00000308541,9606.ENSP00000322421,9606.ENSP00000322788,9606.ENSP00000366525,9606.ENSP00000376197,9606.ENSP00000379258,9606.ENSP00000381185,9606.ENSP00000420525,9606.ENSP00000497574,9606.ENSP00000497910,9606.ENSP00000498358	CYP27B1,APOE,SLC40A1,EPAS1,F13A1,SOD1,EGFR,ATM,JAZF1,F2,HBA1,MMP1,FTL,TFRC,GLI3,BCL2,TFR2,GCLC,B2M,FECH	3.5e-05	0.0178	Abnormality of the integument
HPO	HP:0012732	7	274	9606	9606.ENSP00000216117,9606.ENSP00000252486,9606.ENSP00000275493,9606.ENSP00000298743,9606.ENSP00000322788,9606.ENSP00000379258,9606.ENSP00000497574	HMOX1,APOE,EGFR,GAS1,MMP1,GLI3,GCLC	4.14e-05	0.0195	Anorectal anomaly
HPO	HP:0011024	15	1384	9606	9606.ENSP00000216117,9606.ENSP00000252486,9606.ENSP00000264870,9606.ENSP00000270142,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000284981,9606.ENSP00000298743,9606.ENSP00000308541,9606.ENSP00000322788,9606.ENSP00000366525,9606.ENSP00000379258,9606.ENSP00000497574,9606.ENSP00000497910,9606.ENSP00000500990	HMOX1,APOE,F13A1,SOD1,EGFR,ATM,APP,GAS1,F2,MMP1,FTL,GLI3,GCLC,B2M,SNCA	4.49e-05	0.0203	Abnormality of the gastrointestinal tract
HPO	HP:0012252	13	1067	9606	9606.ENSP00000216117,9606.ENSP00000222381,9606.ENSP00000252486,9606.ENSP00000266376,9606.ENSP00000270142,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000298743,9606.ENSP00000308541,9606.ENSP00000376197,9606.ENSP00000379258,9606.ENSP00000497574,9606.ENSP00000497910	HMOX1,PON1,APOE,CACNA1C,SOD1,EGFR,ATM,GAS1,F2,TFRC,GLI3,GCLC,B2M	4.92e-05	0.0203	Abnormal respiratory system morphology
HPO	HP:0025142	12	906	9606	9606.ENSP00000222381,9606.ENSP00000228606,9606.ENSP00000261024,9606.ENSP00000263734,9606.ENSP00000266376,9606.ENSP00000270142,9606.ENSP00000278616,9606.ENSP00000308541,9606.ENSP00000322788,9606.ENSP00000366525,9606.ENSP00000420525,9606.ENSP00000497910	PON1,CYP27B1,SLC40A1,EPAS1,CACNA1C,SOD1,ATM,F2,MMP1,FTL,TFR2,B2M	4.55e-05	0.0203	Constitutional symptom
HPO	HP:0410054	2	2	9606	9606.ENSP00000252486,9606.ENSP00000284981	APOE,APP	6.56e-05	0.0258	Decreased circulating GABA concentration
HPO	EFO:0007937	17	1810	9606	9606.ENSP00000222381,9606.ENSP00000252486,9606.ENSP00000252804,9606.ENSP00000255409,9606.ENSP00000283928,9606.ENSP00000295256,9606.ENSP00000308541,9606.ENSP00000315743,9606.ENSP00000322788,9606.ENSP00000331736,9606.ENSP00000340983,9606.ENSP00000381185,9606.ENSP00000385834,9606.ENSP00000420525,9606.ENSP00000474412,9606.ENSP00000493664,9606.ENSP00000500990	PON1,APOE,PXDN,CHI3L1,JAZF1,HPGDS,F2,CCNG2,MMP1,SELE,LRRC25,BCL2,TF,TFR2,CCL5,DOCK10,SNCA	7.55e-05	0.0279	Blood protein measurement
HPO	HP:0012531	9	539	9606	9606.ENSP00000222381,9606.ENSP00000228606,9606.ENSP00000261024,9606.ENSP00000263734,9606.ENSP00000270142,9606.ENSP00000308541,9606.ENSP00000322788,9606.ENSP00000366525,9606.ENSP00000497910	PON1,CYP27B1,SLC40A1,EPAS1,SOD1,F2,MMP1,FTL,B2M	8.22e-05	0.0295	Pain
HPO	EFO:0004528	9	546	9606	9606.ENSP00000261024,9606.ENSP00000275493,9606.ENSP00000322421,9606.ENSP00000376197,9606.ENSP00000377224,9606.ENSP00000381185,9606.ENSP00000385834,9606.ENSP00000420525,9606.ENSP00000498358	SLC40A1,EGFR,HBA1,TFRC,CDKN2D,BCL2,TF,TFR2,FECH	9.06e-05	0.031	Mean corpuscular hemoglobin concentration
HPO	HP:0011354	11	821	9606	9606.ENSP00000252486,9606.ENSP00000263734,9606.ENSP00000264870,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000308541,9606.ENSP00000322421,9606.ENSP00000322788,9606.ENSP00000420525,9606.ENSP00000497574,9606.ENSP00000498358	APOE,EPAS1,F13A1,EGFR,ATM,F2,HBA1,MMP1,TFR2,GCLC,FECH	8.89e-05	0.031	Generalized abnormality of skin
HPO	HP:0011034	3	25	9606	9606.ENSP00000284981,9606.ENSP00000322788,9606.ENSP00000497910	APP,MMP1,B2M	0.00011	0.0362	Amyloidosis
HPO	HP:0030680	16	1680	9606	9606.ENSP00000216117,9606.ENSP00000252486,9606.ENSP00000261024,9606.ENSP00000263734,9606.ENSP00000264870,9606.ENSP00000266376,9606.ENSP00000275493,9606.ENSP00000284981,9606.ENSP00000298743,9606.ENSP00000308541,9606.ENSP00000322421,9606.ENSP00000322788,9606.ENSP00000379258,9606.ENSP00000420525,9606.ENSP00000497574,9606.ENSP00000497910	HMOX1,APOE,SLC40A1,EPAS1,F13A1,CACNA1C,EGFR,APP,GAS1,F2,HBA1,MMP1,GLI3,TFR2,GCLC,B2M	0.00011	0.0362	Abnormality of cardiovascular system morphology
HPO	HP:0031466	9	566	9606	9606.ENSP00000222381,9606.ENSP00000263734,9606.ENSP00000270142,9606.ENSP00000284981,9606.ENSP00000298743,9606.ENSP00000322788,9606.ENSP00000366525,9606.ENSP00000379258,9606.ENSP00000500990	PON1,EPAS1,SOD1,APP,GAS1,MMP1,FTL,GLI3,SNCA	0.00012	0.0371	Impairment in personality functioning
HPO	EFO:0004527	10	713	9606	9606.ENSP00000252486,9606.ENSP00000261024,9606.ENSP00000322421,9606.ENSP00000376197,9606.ENSP00000377224,9606.ENSP00000381185,9606.ENSP00000385834,9606.ENSP00000420525,9606.ENSP00000481380,9606.ENSP00000498358	APOE,SLC40A1,HBA1,TFRC,CDKN2D,BCL2,TF,TFR2,CCNA2,FECH	0.00013	0.0407	Mean corpuscular hemoglobin
HPO	EFO:0006333	3	28	9606	9606.ENSP00000376197,9606.ENSP00000385834,9606.ENSP00000420525	TFRC,TF,TFR2	0.00015	0.0445	Transferrin saturation measurement
HPO	EFO:0004305	10	731	9606	9606.ENSP00000252486,9606.ENSP00000261024,9606.ENSP00000263734,9606.ENSP00000266376,9606.ENSP00000278616,9606.ENSP00000284981,9606.ENSP00000377224,9606.ENSP00000381185,9606.ENSP00000385834,9606.ENSP00000420525	APOE,SLC40A1,EPAS1,CACNA1C,ATM,APP,CDKN2D,BCL2,TF,TFR2	0.00016	0.0473	Erythrocyte count
HPO	HP:0000821	6	239	9606	9606.ENSP00000252486,9606.ENSP00000266376,9606.ENSP00000298743,9606.ENSP00000308541,9606.ENSP00000379258,9606.ENSP00000385834	APOE,CACNA1C,GAS1,F2,GLI3,TF	0.00017	0.0473	Hypothyroidism
HPO	HP:0000979	4	79	9606	9606.ENSP00000252486,9606.ENSP00000264870,9606.ENSP00000308541,9606.ENSP00000420525	APOE,F13A1,F2,TFR2	0.00017	0.0473	Purpura
HPO	HP:0001627	13	1206	9606	9606.ENSP00000216117,9606.ENSP00000252486,9606.ENSP00000261024,9606.ENSP00000266376,9606.ENSP00000275493,9606.ENSP00000298743,9606.ENSP00000308541,9606.ENSP00000322421,9606.ENSP00000322788,9606.ENSP00000379258,9606.ENSP00000420525,9606.ENSP00000497574,9606.ENSP00000497910	HMOX1,APOE,SLC40A1,CACNA1C,EGFR,GAS1,F2,HBA1,MMP1,GLI3,TFR2,GCLC,B2M	0.00017	0.0473	Abnormal heart morphology
HPO	HP:0002423	2	4	9606	9606.ENSP00000252486,9606.ENSP00000284981	APOE,APP	0.00016	0.0473	Long-tract signs
HPO	HP:0010876	8	466	9606	9606.ENSP00000261024,9606.ENSP00000273550,9606.ENSP00000278616,9606.ENSP00000308541,9606.ENSP00000366525,9606.ENSP00000385834,9606.ENSP00000420525,9606.ENSP00000497910	SLC40A1,FTH1,ATM,F2,FTL,TF,TFR2,B2M	0.00018	0.0473	Abnormal circulating protein concentration
HPO	HP:0100314	3	30	9606	9606.ENSP00000252486,9606.ENSP00000284981,9606.ENSP00000500990	APOE,APP,SNCA	0.00018	0.0473	Cerebral inclusion bodies
HPO	HP:0000713	4	82	9606	9606.ENSP00000222381,9606.ENSP00000270142,9606.ENSP00000284981,9606.ENSP00000500990	PON1,SOD1,APP,SNCA	0.0002	0.0488	Agitation
