category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
HPO	HP:0011793	40	732	9606	9606.ENSP00000020945,9606.ENSP00000167586,9606.ENSP00000241052,9606.ENSP00000246662,9606.ENSP00000249373,9606.ENSP00000252242,9606.ENSP00000252486,9606.ENSP00000252744,9606.ENSP00000254066,9606.ENSP00000259089,9606.ENSP00000259469,9606.ENSP00000261652,9606.ENSP00000270879,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000301653,9606.ENSP00000302530,9606.ENSP00000304956,9606.ENSP00000308541,9606.ENSP00000312987,9606.ENSP00000338413,9606.ENSP00000344782,9606.ENSP00000346839,9606.ENSP00000356382,9606.ENSP00000357265,9606.ENSP00000359345,9606.ENSP00000361043,9606.ENSP00000367545,9606.ENSP00000369317,9606.ENSP00000376330,9606.ENSP00000381185,9606.ENSP00000386884,9606.ENSP00000405330,9606.ENSP00000413720,9606.ENSP00000416066,9606.ENSP00000433277,9606.ENSP00000470972,9606.ENSP00000481646,9606.ENSP00000482027,9606.ENSP00000494175	SNAI2,KRT14,CAT,KRT9,SMO,KRT5,APOE,ZSWIM6,RARA,BLK,RPL35,TNFRSF13B,FCN3,EGFR,ATM,KRT16,BUB1,MN1,F2,HNF4A,UBA1,GFI1B,FN1,F13B,SEMA4A,RPL5,RAD54L,TP73,KRT6A,WIPF1,BCL2,CXCR4,ESR1,CDKN1C,SERPINA1,MS4A1,RPS19,RPS10,NR4A3,HBB	4.48e-09	5.46e-06	Neoplasm by anatomical site
HPO	HP:0011024	59	1384	9606	9606.ENSP00000020945,9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248633,9606.ENSP00000249373,9606.ENSP00000252486,9606.ENSP00000252744,9606.ENSP00000259089,9606.ENSP00000259469,9606.ENSP00000261652,9606.ENSP00000261890,9606.ENSP00000262177,9606.ENSP00000263080,9606.ENSP00000265970,9606.ENSP00000269216,9606.ENSP00000269228,9606.ENSP00000270142,9606.ENSP00000270879,9606.ENSP00000275493,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000282753,9606.ENSP00000284981,9606.ENSP00000301305,9606.ENSP00000302037,9606.ENSP00000302530,9606.ENSP00000304408,9606.ENSP00000308541,9606.ENSP00000312987,9606.ENSP00000344782,9606.ENSP00000351807,9606.ENSP00000352798,9606.ENSP00000353401,9606.ENSP00000355893,9606.ENSP00000356030,9606.ENSP00000356382,9606.ENSP00000356771,9606.ENSP00000357265,9606.ENSP00000359345,9606.ENSP00000360985,9606.ENSP00000362410,9606.ENSP00000366525,9606.ENSP00000376330,9606.ENSP00000386884,9606.ENSP00000392812,9606.ENSP00000413720,9606.ENSP00000416066,9606.ENSP00000433277,9606.ENSP00000444271,9606.ENSP00000470972,9606.ENSP00000477796,9606.ENSP00000481570,9606.ENSP00000481646,9606.ENSP00000485010,9606.ENSP00000487174,9606.ENSP00000494175,9606.ENSP00000496699,9606.ENSP00000497574,9606.ENSP00000498441	SNAI2,HMOX1,TGFB1,PEX1,SMO,APOE,ZSWIM6,BLK,RPL35,TNFRSF13B,RAB11A,DNAJB6,ASPA,PIK3C2A,GATA6,NPC1,SOD1,FCN3,EGFR,NTRK2,ATM,GRM1,APP,SLC39A4,MFF,BUB1,COL3A1,F2,HNF4A,GFI1B,ELN,COL18A1,CUX1,SLC30A10,CD55,F13B,F5,SEMA4A,RPL5,ARFGEF2,MAFB,FTL,WIPF1,CXCR4,PIK3R5,CDKN1C,SERPINA1,MS4A1,C1R,RPS19,GCH1,TNFAIP3,RPS10,CIITA,ZEB2,HBB,CHAMP1,GCLC,FGA	6.58e-09	6.69e-06	Abnormality of the gastrointestinal tract
HPO	HP:0025031	85	2389	9606	9606.ENSP00000020945,9606.ENSP00000167586,9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000222381,9606.ENSP00000228606,9606.ENSP00000229270,9606.ENSP00000233242,9606.ENSP00000248633,9606.ENSP00000249373,9606.ENSP00000252242,9606.ENSP00000252486,9606.ENSP00000252744,9606.ENSP00000254066,9606.ENSP00000259089,9606.ENSP00000259206,9606.ENSP00000259469,9606.ENSP00000261652,9606.ENSP00000261890,9606.ENSP00000262177,9606.ENSP00000262746,9606.ENSP00000263080,9606.ENSP00000265970,9606.ENSP00000269216,9606.ENSP00000269228,9606.ENSP00000270142,9606.ENSP00000270879,9606.ENSP00000275493,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000280097,9606.ENSP00000282753,9606.ENSP00000284981,9606.ENSP00000285379,9606.ENSP00000301030,9606.ENSP00000301305,9606.ENSP00000301653,9606.ENSP00000302037,9606.ENSP00000302530,9606.ENSP00000304408,9606.ENSP00000304956,9606.ENSP00000306245,9606.ENSP00000308541,9606.ENSP00000312987,9606.ENSP00000338413,9606.ENSP00000344782,9606.ENSP00000350928,9606.ENSP00000351807,9606.ENSP00000352798,9606.ENSP00000353401,9606.ENSP00000355893,9606.ENSP00000356030,9606.ENSP00000356382,9606.ENSP00000356771,9606.ENSP00000357265,9606.ENSP00000359345,9606.ENSP00000360985,9606.ENSP00000362410,9606.ENSP00000362924,9606.ENSP00000366525,9606.ENSP00000369317,9606.ENSP00000376330,9606.ENSP00000376436,9606.ENSP00000385834,9606.ENSP00000386884,9606.ENSP00000392812,9606.ENSP00000400341,9606.ENSP00000405330,9606.ENSP00000413720,9606.ENSP00000415941,9606.ENSP00000416066,9606.ENSP00000433277,9606.ENSP00000444271,9606.ENSP00000454071,9606.ENSP00000470972,9606.ENSP00000477796,9606.ENSP00000481570,9606.ENSP00000481646,9606.ENSP00000485010,9606.ENSP00000487174,9606.ENSP00000494175,9606.ENSP00000496166,9606.ENSP00000496699,9606.ENSP00000497574,9606.ENSP00000498441	SNAI2,KRT14,HMOX1,TGFB1,PON1,CYP27B1,TPI1,APOB,PEX1,SMO,KRT5,APOE,ZSWIM6,RARA,BLK,IL1RN,RPL35,TNFRSF13B,RAB11A,DNAJB6,PRDX1,ASPA,PIK3C2A,GATA6,NPC1,SOD1,FCN3,EGFR,NTRK2,ATM,HNMT,GRM1,APP,CA2,ANKRD11,SLC39A4,KRT16,MFF,BUB1,COL3A1,MN1,FOS,F2,HNF4A,UBA1,GFI1B,GAD1,ELN,COL18A1,CUX1,SLC30A10,CD55,F13B,F5,SEMA4A,RPL5,ARFGEF2,MAFB,GSN,FTL,KRT6A,WIPF1,ETS1,TF,CXCR4,PIK3R5,FOXA2,ESR1,CDKN1C,C4B,SERPINA1,MS4A1,C1R,LDLR,RPS19,GCH1,TNFAIP3,RPS10,CIITA,ZEB2,HBB,ALDOA,CHAMP1,GCLC,FGA	7.99e-09	7.5e-06	Abnormality of the digestive system
HPO	HP:0002715	66	1682	9606	9606.ENSP00000167586,9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000229270,9606.ENSP00000241052,9606.ENSP00000245907,9606.ENSP00000246662,9606.ENSP00000249373,9606.ENSP00000252242,9606.ENSP00000252486,9606.ENSP00000254066,9606.ENSP00000259206,9606.ENSP00000259469,9606.ENSP00000261652,9606.ENSP00000262746,9606.ENSP00000263341,9606.ENSP00000265970,9606.ENSP00000269216,9606.ENSP00000269228,9606.ENSP00000270879,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000285379,9606.ENSP00000301305,9606.ENSP00000302530,9606.ENSP00000302620,9606.ENSP00000304408,9606.ENSP00000308541,9606.ENSP00000313967,9606.ENSP00000315190,9606.ENSP00000322061,9606.ENSP00000338413,9606.ENSP00000344782,9606.ENSP00000352798,9606.ENSP00000354458,9606.ENSP00000355893,9606.ENSP00000356030,9606.ENSP00000356382,9606.ENSP00000359345,9606.ENSP00000360281,9606.ENSP00000362924,9606.ENSP00000363770,9606.ENSP00000369129,9606.ENSP00000373706,9606.ENSP00000376330,9606.ENSP00000378131,9606.ENSP00000385834,9606.ENSP00000386884,9606.ENSP00000392812,9606.ENSP00000405330,9606.ENSP00000413720,9606.ENSP00000415941,9606.ENSP00000416066,9606.ENSP00000433277,9606.ENSP00000444271,9606.ENSP00000470972,9606.ENSP00000481570,9606.ENSP00000481646,9606.ENSP00000485010,9606.ENSP00000487174,9606.ENSP00000492024,9606.ENSP00000494175,9606.ENSP00000496166,9606.ENSP00000496699,9606.ENSP00000497574,9606.ENSP00000498441	KRT14,HMOX1,TGFB1,TPI1,CAT,C3,KRT9,SMO,KRT5,APOE,RARA,IL1RN,RPL35,TNFRSF13B,PRDX1,IL1B,PIK3C2A,GATA6,NPC1,FCN3,EGFR,ATM,CA2,SLC39A4,BUB1,AGXT,COL3A1,F2,C1QB,ITGA3,C7,UBA1,GFI1B,COL18A1,C8A,SLC30A10,CD55,F13B,RPL5,C8B,GSN,C1QC,DSP,DIAPH1,WIPF1,CFI,TF,CXCR4,PIK3R5,ESR1,CDKN1C,C4B,SERPINA1,MS4A1,C1R,RPS19,TNFAIP3,RPS10,CIITA,ZEB2,PAX6,HBB,ALDOA,CHAMP1,GCLC,FGA	1.68e-08	1.46e-05	Abnormality of the immune system
HPO	HP:0000924	91	2708	9606	9606.ENSP00000020945,9606.ENSP00000167586,9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000228606,9606.ENSP00000229270,9606.ENSP00000233242,9606.ENSP00000242480,9606.ENSP00000248633,9606.ENSP00000249373,9606.ENSP00000252242,9606.ENSP00000252486,9606.ENSP00000252744,9606.ENSP00000254066,9606.ENSP00000259206,9606.ENSP00000259469,9606.ENSP00000261652,9606.ENSP00000261890,9606.ENSP00000262177,9606.ENSP00000262746,9606.ENSP00000263080,9606.ENSP00000265970,9606.ENSP00000269216,9606.ENSP00000270142,9606.ENSP00000273784,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000280097,9606.ENSP00000284981,9606.ENSP00000285379,9606.ENSP00000301030,9606.ENSP00000301653,9606.ENSP00000302037,9606.ENSP00000302530,9606.ENSP00000302620,9606.ENSP00000304408,9606.ENSP00000304956,9606.ENSP00000306245,9606.ENSP00000308541,9606.ENSP00000312987,9606.ENSP00000315190,9606.ENSP00000338413,9606.ENSP00000346839,9606.ENSP00000349860,9606.ENSP00000350928,9606.ENSP00000351807,9606.ENSP00000352798,9606.ENSP00000353401,9606.ENSP00000354468,9606.ENSP00000355893,9606.ENSP00000356030,9606.ENSP00000356224,9606.ENSP00000356382,9606.ENSP00000356771,9606.ENSP00000357265,9606.ENSP00000359345,9606.ENSP00000360985,9606.ENSP00000361405,9606.ENSP00000362410,9606.ENSP00000369129,9606.ENSP00000369317,9606.ENSP00000373706,9606.ENSP00000376330,9606.ENSP00000376637,9606.ENSP00000378131,9606.ENSP00000384477,9606.ENSP00000385834,9606.ENSP00000386884,9606.ENSP00000392812,9606.ENSP00000400341,9606.ENSP00000405330,9606.ENSP00000413720,9606.ENSP00000416066,9606.ENSP00000419153,9606.ENSP00000433277,9606.ENSP00000444271,9606.ENSP00000454071,9606.ENSP00000470972,9606.ENSP00000477796,9606.ENSP00000481570,9606.ENSP00000481646,9606.ENSP00000482027,9606.ENSP00000484824,9606.ENSP00000485010,9606.ENSP00000487174,9606.ENSP00000494175,9606.ENSP00000496166,9606.ENSP00000496699,9606.ENSP00000497069,9606.ENSP00000497574,9606.ENSP00000498441	SNAI2,KRT14,HMOX1,TGFB1,CYP27B1,TPI1,APOB,EGR2,PEX1,SMO,KRT5,APOE,ZSWIM6,RARA,IL1RN,RPL35,TNFRSF13B,RAB11A,DNAJB6,PRDX1,ASPA,PIK3C2A,GATA6,SOD1,AHSG,NTRK2,ATM,HNMT,APP,CA2,ANKRD11,KRT16,MFF,BUB1,AGXT,COL3A1,MN1,FOS,F2,HNF4A,ITGA3,UBA1,FN1,GFPT1,GAD1,ELN,COL18A1,CUX1,CYB5R3,SLC30A10,CD55,SYNE1,F13B,F5,SEMA4A,RPL5,ARFGEF2,MMP9,MAFB,DSP,KRT6A,DIAPH1,WIPF1,IGF1,CFI,IFRD1,TF,CXCR4,PIK3R5,FOXA2,ESR1,CDKN1C,SERPINA1,ZBTB20,MS4A1,C1R,LDLR,RPS19,GCH1,TNFAIP3,RPS10,NR4A3,MUC1,CIITA,ZEB2,HBB,ALDOA,CHAMP1,IGF1R,GCLC,FGA	2.96e-08	2.27e-05	Abnormality of the skeletal system
HPO	HP:0002011	84	2416	9606	9606.ENSP00000020945,9606.ENSP00000167586,9606.ENSP00000221930,9606.ENSP00000222381,9606.ENSP00000229270,9606.ENSP00000233242,9606.ENSP00000242480,9606.ENSP00000248633,9606.ENSP00000249373,9606.ENSP00000252242,9606.ENSP00000252486,9606.ENSP00000252744,9606.ENSP00000259469,9606.ENSP00000261652,9606.ENSP00000261890,9606.ENSP00000262662,9606.ENSP00000262746,9606.ENSP00000263080,9606.ENSP00000265970,9606.ENSP00000269216,9606.ENSP00000269228,9606.ENSP00000270142,9606.ENSP00000273784,9606.ENSP00000277120,9606.ENSP00000280097,9606.ENSP00000282753,9606.ENSP00000283646,9606.ENSP00000284981,9606.ENSP00000285379,9606.ENSP00000301030,9606.ENSP00000301305,9606.ENSP00000302037,9606.ENSP00000302530,9606.ENSP00000302620,9606.ENSP00000304408,9606.ENSP00000304956,9606.ENSP00000308541,9606.ENSP00000315190,9606.ENSP00000338413,9606.ENSP00000346839,9606.ENSP00000350928,9606.ENSP00000352798,9606.ENSP00000353401,9606.ENSP00000354458,9606.ENSP00000354468,9606.ENSP00000355893,9606.ENSP00000356224,9606.ENSP00000356382,9606.ENSP00000356771,9606.ENSP00000357265,9606.ENSP00000359345,9606.ENSP00000360281,9606.ENSP00000360985,9606.ENSP00000362410,9606.ENSP00000366525,9606.ENSP00000373706,9606.ENSP00000376330,9606.ENSP00000376637,9606.ENSP00000378131,9606.ENSP00000384477,9606.ENSP00000384849,9606.ENSP00000386884,9606.ENSP00000392812,9606.ENSP00000400341,9606.ENSP00000405330,9606.ENSP00000413720,9606.ENSP00000415941,9606.ENSP00000419153,9606.ENSP00000441214,9606.ENSP00000454071,9606.ENSP00000470972,9606.ENSP00000477796,9606.ENSP00000478255,9606.ENSP00000481646,9606.ENSP00000484824,9606.ENSP00000485010,9606.ENSP00000487174,9606.ENSP00000492024,9606.ENSP00000493985,9606.ENSP00000494175,9606.ENSP00000496699,9606.ENSP00000497069,9606.ENSP00000497574,9606.ENSP00000498441	SNAI2,KRT14,TGFB1,PON1,TPI1,APOB,EGR2,PEX1,SMO,KRT5,APOE,ZSWIM6,RPL35,TNFRSF13B,RAB11A,CDKN2C,PRDX1,ASPA,PIK3C2A,GATA6,NPC1,SOD1,AHSG,NTRK2,HNMT,GRM1,RPIA,APP,CA2,ANKRD11,SLC39A4,MFF,BUB1,AGXT,COL3A1,MN1,F2,ITGA3,UBA1,FN1,GAD1,COL18A1,CUX1,C8A,CYB5R3,SLC30A10,SYNE1,F13B,F5,SEMA4A,RPL5,C8B,ARFGEF2,MAFB,FTL,DIAPH1,WIPF1,IGF1,CFI,IFRD1,CDKN1A,CXCR4,PIK3R5,FOXA2,ESR1,CDKN1C,C4B,ZBTB20,USP36,LDLR,RPS19,GCH1,ABCB1,RPS10,MUC1,CIITA,ZEB2,PAX6,KNG1,HBB,CHAMP1,IGF1R,GCLC,FGA	2.79e-08	2.27e-05	Morphological central nervous system abnormality
HPO	HP:0012531	32	539	9606	9606.ENSP00000167586,9606.ENSP00000221930,9606.ENSP00000222381,9606.ENSP00000228606,9606.ENSP00000233242,9606.ENSP00000241052,9606.ENSP00000249373,9606.ENSP00000252242,9606.ENSP00000254066,9606.ENSP00000259206,9606.ENSP00000261652,9606.ENSP00000270142,9606.ENSP00000285379,9606.ENSP00000301653,9606.ENSP00000302620,9606.ENSP00000304408,9606.ENSP00000308541,9606.ENSP00000338413,9606.ENSP00000356030,9606.ENSP00000356224,9606.ENSP00000357265,9606.ENSP00000362410,9606.ENSP00000362413,9606.ENSP00000366525,9606.ENSP00000369317,9606.ENSP00000376330,9606.ENSP00000405330,9606.ENSP00000416066,9606.ENSP00000433277,9606.ENSP00000454071,9606.ENSP00000494175,9606.ENSP00000496166	KRT14,TGFB1,PON1,CYP27B1,APOB,CAT,SMO,KRT5,RARA,IL1RN,TNFRSF13B,SOD1,CA2,KRT16,AGXT,COL3A1,F2,UBA1,CD55,SYNE1,SEMA4A,MAFB,PGK1,FTL,KRT6A,WIPF1,ESR1,SERPINA1,MS4A1,LDLR,HBB,ALDOA	2.86e-08	2.27e-05	Pain
HPO	HP:0033127	102	3173	9606	9606.ENSP00000020945,9606.ENSP00000167586,9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000222381,9606.ENSP00000228606,9606.ENSP00000229270,9606.ENSP00000233242,9606.ENSP00000242480,9606.ENSP00000248633,9606.ENSP00000249373,9606.ENSP00000251102,9606.ENSP00000252242,9606.ENSP00000252486,9606.ENSP00000252744,9606.ENSP00000254066,9606.ENSP00000254250,9606.ENSP00000259206,9606.ENSP00000259469,9606.ENSP00000261652,9606.ENSP00000261890,9606.ENSP00000262177,9606.ENSP00000262746,9606.ENSP00000263080,9606.ENSP00000265970,9606.ENSP00000269216,9606.ENSP00000269228,9606.ENSP00000270142,9606.ENSP00000273784,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000280097,9606.ENSP00000282753,9606.ENSP00000283646,9606.ENSP00000284981,9606.ENSP00000285379,9606.ENSP00000301030,9606.ENSP00000301653,9606.ENSP00000302037,9606.ENSP00000302530,9606.ENSP00000302620,9606.ENSP00000304408,9606.ENSP00000304956,9606.ENSP00000306245,9606.ENSP00000308541,9606.ENSP00000312987,9606.ENSP00000315190,9606.ENSP00000338413,9606.ENSP00000346839,9606.ENSP00000349860,9606.ENSP00000350928,9606.ENSP00000351807,9606.ENSP00000352798,9606.ENSP00000353401,9606.ENSP00000354468,9606.ENSP00000355893,9606.ENSP00000356030,9606.ENSP00000356224,9606.ENSP00000356382,9606.ENSP00000356771,9606.ENSP00000357265,9606.ENSP00000359345,9606.ENSP00000360938,9606.ENSP00000360985,9606.ENSP00000361405,9606.ENSP00000362410,9606.ENSP00000362413,9606.ENSP00000362924,9606.ENSP00000366525,9606.ENSP00000369129,9606.ENSP00000369317,9606.ENSP00000373706,9606.ENSP00000376330,9606.ENSP00000376637,9606.ENSP00000378131,9606.ENSP00000384477,9606.ENSP00000385834,9606.ENSP00000386884,9606.ENSP00000392812,9606.ENSP00000400341,9606.ENSP00000405330,9606.ENSP00000413720,9606.ENSP00000416066,9606.ENSP00000419153,9606.ENSP00000433277,9606.ENSP00000444271,9606.ENSP00000454071,9606.ENSP00000470972,9606.ENSP00000477796,9606.ENSP00000481570,9606.ENSP00000481646,9606.ENSP00000482027,9606.ENSP00000484824,9606.ENSP00000485010,9606.ENSP00000487174,9606.ENSP00000492024,9606.ENSP00000494175,9606.ENSP00000496166,9606.ENSP00000496699,9606.ENSP00000497069,9606.ENSP00000497574,9606.ENSP00000498441	SNAI2,KRT14,HMOX1,TGFB1,PON1,CYP27B1,TPI1,APOB,EGR2,PEX1,SMO,CNGB1,KRT5,APOE,ZSWIM6,RARA,THAP1,IL1RN,RPL35,TNFRSF13B,RAB11A,DNAJB6,PRDX1,ASPA,PIK3C2A,GATA6,NPC1,SOD1,AHSG,NTRK2,ATM,HNMT,GRM1,RPIA,APP,CA2,ANKRD11,KRT16,MFF,BUB1,AGXT,COL3A1,MN1,FOS,F2,HNF4A,ITGA3,UBA1,FN1,GFPT1,GAD1,ELN,COL18A1,CUX1,CYB5R3,SLC30A10,CD55,SYNE1,F13B,F5,SEMA4A,RPL5,SARDH,ARFGEF2,MMP9,MAFB,PGK1,GSN,FTL,DSP,KRT6A,DIAPH1,WIPF1,IGF1,CFI,IFRD1,TF,CXCR4,PIK3R5,FOXA2,ESR1,CDKN1C,SERPINA1,ZBTB20,MS4A1,C1R,LDLR,RPS19,GCH1,TNFAIP3,RPS10,NR4A3,MUC1,CIITA,ZEB2,PAX6,HBB,ALDOA,CHAMP1,IGF1R,GCLC,FGA	2.93e-08	2.27e-05	Abnormality of the musculoskeletal system
HPO	HP:0004431	8	21	9606	9606.ENSP00000245907,9606.ENSP00000313967,9606.ENSP00000322061,9606.ENSP00000354458,9606.ENSP00000360281,9606.ENSP00000363770,9606.ENSP00000378131,9606.ENSP00000415941	C3,C1QB,C7,C8A,C8B,C1QC,CFI,C4B	3.87e-08	2.48e-05	Complement deficiency
HPO	HP:0001626	84	2438	9606	9606.ENSP00000020945,9606.ENSP00000167586,9606.ENSP00000215727,9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000229270,9606.ENSP00000233242,9606.ENSP00000241052,9606.ENSP00000246662,9606.ENSP00000248633,9606.ENSP00000249373,9606.ENSP00000251102,9606.ENSP00000252242,9606.ENSP00000252486,9606.ENSP00000254066,9606.ENSP00000259206,9606.ENSP00000259469,9606.ENSP00000261652,9606.ENSP00000262662,9606.ENSP00000262746,9606.ENSP00000264690,9606.ENSP00000265970,9606.ENSP00000269216,9606.ENSP00000269228,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000284981,9606.ENSP00000285379,9606.ENSP00000301030,9606.ENSP00000301305,9606.ENSP00000302530,9606.ENSP00000302620,9606.ENSP00000304408,9606.ENSP00000306245,9606.ENSP00000308541,9606.ENSP00000310861,9606.ENSP00000312987,9606.ENSP00000315190,9606.ENSP00000338413,9606.ENSP00000344782,9606.ENSP00000346839,9606.ENSP00000351807,9606.ENSP00000352798,9606.ENSP00000355893,9606.ENSP00000356030,9606.ENSP00000356224,9606.ENSP00000356382,9606.ENSP00000356771,9606.ENSP00000357265,9606.ENSP00000359345,9606.ENSP00000360938,9606.ENSP00000360985,9606.ENSP00000362410,9606.ENSP00000362924,9606.ENSP00000369129,9606.ENSP00000376330,9606.ENSP00000378131,9606.ENSP00000384725,9606.ENSP00000384849,9606.ENSP00000385834,9606.ENSP00000386884,9606.ENSP00000392812,9606.ENSP00000400341,9606.ENSP00000405330,9606.ENSP00000408695,9606.ENSP00000413720,9606.ENSP00000416066,9606.ENSP00000433277,9606.ENSP00000441214,9606.ENSP00000444271,9606.ENSP00000454071,9606.ENSP00000470972,9606.ENSP00000477796,9606.ENSP00000478255,9606.ENSP00000481646,9606.ENSP00000484824,9606.ENSP00000487174,9606.ENSP00000492024,9606.ENSP00000493985,9606.ENSP00000494175,9606.ENSP00000496166,9606.ENSP00000497069,9606.ENSP00000497574,9606.ENSP00000498441	SNAI2,KRT14,SERPIND1,HMOX1,TGFB1,TPI1,APOB,CAT,KRT9,PEX1,SMO,CNGB1,KRT5,APOE,RARA,IL1RN,RPL35,TNFRSF13B,CDKN2C,PRDX1,KLKB1,PIK3C2A,GATA6,NPC1,EGFR,ATM,APP,CA2,ANKRD11,SLC39A4,BUB1,AGXT,COL3A1,FOS,F2,KRT2,HNF4A,ITGA3,UBA1,GFI1B,FN1,ELN,COL18A1,SLC30A10,CD55,SYNE1,F13B,F5,SEMA4A,RPL5,SARDH,ARFGEF2,MAFB,GSN,DSP,WIPF1,CFI,PRDM6,CDKN1A,TF,CXCR4,PIK3R5,FOXA2,ESR1,PRKCA,CDKN1C,SERPINA1,MS4A1,USP36,C1R,LDLR,RPS19,GCH1,ABCB1,RPS10,MUC1,ZEB2,PAX6,KNG1,HBB,ALDOA,IGF1R,GCLC,FGA	4.14e-08	2.53e-05	Abnormality of the cardiovascular system
HPO	EFO:0007937	68	1810	9606	9606.ENSP00000221930,9606.ENSP00000222381,9606.ENSP00000233242,9606.ENSP00000241052,9606.ENSP00000245907,9606.ENSP00000252486,9606.ENSP00000253363,9606.ENSP00000253673,9606.ENSP00000259089,9606.ENSP00000261652,9606.ENSP00000261890,9606.ENSP00000262345,9606.ENSP00000262424,9606.ENSP00000262768,9606.ENSP00000264690,9606.ENSP00000265132,9606.ENSP00000273784,9606.ENSP00000282753,9606.ENSP00000285379,9606.ENSP00000292609,9606.ENSP00000296027,9606.ENSP00000308541,9606.ENSP00000312150,9606.ENSP00000317674,9606.ENSP00000319464,9606.ENSP00000321573,9606.ENSP00000322061,9606.ENSP00000330959,9606.ENSP00000332656,9606.ENSP00000333203,9606.ENSP00000335153,9606.ENSP00000339813,9606.ENSP00000343924,9606.ENSP00000346839,9606.ENSP00000352798,9606.ENSP00000354829,9606.ENSP00000356030,9606.ENSP00000356037,9606.ENSP00000356382,9606.ENSP00000356771,9606.ENSP00000357727,9606.ENSP00000360281,9606.ENSP00000360697,9606.ENSP00000361405,9606.ENSP00000362924,9606.ENSP00000363079,9606.ENSP00000363770,9606.ENSP00000363809,9606.ENSP00000364449,9606.ENSP00000369081,9606.ENSP00000369129,9606.ENSP00000369822,9606.ENSP00000372313,9606.ENSP00000381185,9606.ENSP00000384999,9606.ENSP00000385834,9606.ENSP00000387654,9606.ENSP00000405330,9606.ENSP00000415941,9606.ENSP00000416066,9606.ENSP00000418082,9606.ENSP00000441828,9606.ENSP00000444271,9606.ENSP00000477796,9606.ENSP00000478255,9606.ENSP00000483786,9606.ENSP00000493985,9606.ENSP00000497691	TGFB1,PON1,APOB,CAT,C3,APOE,RBM39,ADGRE3,BLK,TNFRSF13B,RAB11A,IL12RB2,CRISPLD2,TIMP2,KLKB1,AMBP,AHSG,GRM1,CA2,PGLYRP2,CXCL5,F2,TRIB1,APOL1,CPN2,DCBLD2,C7,IL1R2,ENPP7,SERPINA5,HSP90AA1,TPST2,PRELP,FN1,COL18A1,SGMS1,CD55,C4BPA,F13B,F5,S100A9,C8B,C8G,MMP9,GSN,MBL2,C1QC,SLC39A7,SIK3,TXNDC5,DSP,NQO2,MSLN,BCL2,P4HA2,TF,PCYOX1,ESR1,C4B,SERPINA1,RPL37A,HPR,C1R,GCH1,ABCB1,HPCAL1,KNG1,APLP2	5.03e-08	2.92e-05	Blood protein measurement
